Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Sad,1.0,Please make it stop  I know I did wrong  oh please make it stop and I'll never  never again ...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,Don't hurt them  don't hurt them  please  please  its my fault  hurt me instead ...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,"Here  drink this  drink this  you'll be all right """
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,Just drink  Professor  just drink . . .
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,We're nearly there  Professor. Drink this  drink it. ...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,Please  please  please  no ... not that  not that  I'll do any-thing ...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Drink this  Professor. Drink this. . . .
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,I want to die! I want to die! Make it stop  make it stop  I want to die!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Just drink this .. . It'll be over ... all over!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,KILL ME!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,We're nearly there  Professor. Drink this  drink it. ...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Panic,1.0,No!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,This �� this one will!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Drink this  Professor. Drink this. . . .
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,I want to die! I want to die! Make it stop  make it stop  I want to die!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Just drink this .. . It'll be over ... all over!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Panic,1.0,No!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,We're nearly there  Professor. Drink this  drink it. ...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Desperation,1.0,KILL ME!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,This �� this one will!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Drink this  Professor. Drink this. . . .
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Sir  are you �� ?
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Water 
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Aguamenti!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Sir  I'm trying  I'm trying!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Compassion,1.0,Aguamenti ��Aguamenti ��AGUAMENTI!
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"Don't worry  sir "" said Harry at once  anxious about Dumbledore's extreme pallor and by his air of exhaustion. ""Don't worry  I'll get us back. . . . Lean on me  sir. . . ."
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,"The protection was . . . after all... well-designed "" said Dumbledore faintly. ""One alone could not have done it. ... You did well  very well  Harry. ..."
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"Don't talk now "" said Harry  fearing how slurred Dumbledore's voice had become  how much his feet dragged. ""Save your energy  sir. . . . We'll soon be out of here. . . ."""
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,"It's going to be all right  sir "" Harry said over and over again  more worried by Dumbledore's silence than he had been by his weakened voice. ""We're nearly there. ... I can Apparate us both back . . . Don't worry. . . ."
Chapter 26 - The Cave.txt,"Albus Dumbledore, Harry Potter",Friendship,1.0,"I am not worried  Harry "" said Dumbledore  his voice a little stronger despite the freezing water. ""I am with you."
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Sad,0.7,"For the last time  just forget about Malfoy "" Hermione told Harry firmly"
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Friendship,0.9,"Oh  good "" said Ron  relaxing"
Chapter 22 - After the Burial.txt,"Harry Potter, Albus Dumbledore",Betrayal,0.9,"Once the girl was out of earshot he said  ""Dumbledore said we wouldn't be having any more lessons until I got the memory!"
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Anger,0.9,"Its not just that "" said Hermione. ""He's asking us to leave the castle at night and he knows security's a million times tighter and how much trouble we'd be in if we were caught."
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Friendship,0.8,We've risked a lot to help Hagrid out  but after all �� Aragog's dead. If it were a question of saving him ��
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Friendship,0.7,You didn't meet him  Hermione. Believe me  being dead will have improved him a lot.
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Sadness,0.6,"Yeah  I know "" he said. ""I s'pose Hagrid'll have to bury Aragog without us."
Chapter 22 - After the Burial.txt,"Hermione Granger, Harry Potter",Friendship,0.7,Look  Potions will be almost empty this afternoon  with us all off doing our tests. . . . Try and soften Slughorn up a bit then!
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Sadness,0.7,"Fifty-seventh time lucky  you think?"" said Harry bitterly"
Chapter 22 - After the Burial.txt,"Ron Weasley, Harry Potter",Gratitude,1.0,Ron  that's �� that's it!
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Surprise,1.0,What on earth is more important than this memory  Harry?
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley, Hermione Granger",Friendship,0.9,"Cool "" said Ron  peering over Hermiones shoulder to check."
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Happy,0.7,Well. . . okay. If I can't get Slughorn to talk this afternoon  I'll take some Felix and have another go this evening.
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Happy,0.8,"Oh  stop that "" Ron begged her  ""I feel sick enough as it is �� quick  hide me!"
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Sad,0.5,"Hermione looked at him bleakly."""
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Friendship,1.0,"The bell rang overhead in the castle and both Hermione and Ron jumped to their feet  looking terrified."""
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley",Gratitude,1.0,"Good luck."""
Chapter 22 - After the Burial.txt,"Hermione Granger, Harry Potter",Friendship,1.0,"And you too!"" said Hermione with a significant look  as Harry headed off to the dungeons."""
Chapter 22 - After the Burial.txt,"Harry Potter, Ernie",Friendship,0.5,"There were only three of them in Potions that afternoon: Harry  Ernie  and Draco Malfoy."""
Chapter 22 - After the Burial.txt,"Harry Potter, Draco Malfoy",Friendship,0.2,"All too young to Apparate just yet?"" said Slughorh genially  ""Not turned seventeen yet?"
Chapter 22 - After the Burial.txt,"Ernie, Horace Slughorn",Happy,1.0,"That sounds good  sir "" said Ernie sycophantically  rubbing his hands together."
Chapter 22 - After the Burial.txt,"Draco Malfoy, Horace Slughorn",Irritated,0.8,"What do you mean  'something amusing'?"" he said irritably."
Chapter 22 - After the Burial.txt,"Horace Slughorn, Draco Malfoy",Amusement,0.7,"Oh  surprise me "" said Slughorn airily."
Chapter 22 - After the Burial.txt,"Harry Potter, Draco Malfoy",Happy,1.0,"It could not have been plainer that he thought this les-son was a waste of time."""
Chapter 22 - After the Burial.txt,"Draco Malfoy, Harry Potter",Envy,0.7,"Undoubtedly  Harry thought  watching him over the top of his own book  Malfoy was begrudging the time he could otherwise be spending in the Room of Requirement."""
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Gratitude,1.0,"Well  now  this looks absolutely wonderful "" said Slughorn an hour and a half later  clapping his hands together as he stared down into the sunshine yellow contents of Harry's cauldron"
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,1.0,Harry! cried Hermione as she climbed through the portrait hole. Harry  I passed!
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley",Friendship,0.7,"Yeah  I s'pose "" said Ron grumpily."
Chapter 22 - After the Burial.txt,"Hermione Granger, Ron Weasley",Friendship,0.8,"I know "" said Hermione soothingly  ""it does seem really harsh. ..."
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley",Friendship,1.0,"So  Harry �� you going to use the Felix Felicis or what?"" Ron demanded"
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,0.5,"It's a great feeling when you take it "" said Ron reminiscently."
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Disgust,0.2,"What are you talking about?"" said Hermione  laughing. ""You've never taken any!"""
Chapter 22 - After the Burial.txt,"Ron Weasley, Harry Potter",Envy,0.4,"Yeah  but I thought I had  didn't I?"" said Ron  as though explaining the obvious. ""Same difference really ..."""
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley, Hermione Granger",Gratitude,0.7,"Well  here goes "" said Harry  and he raised the little bottle and look a carefully measured gulp"
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,1.0,Harry got to his feet  smiling  brimming with confidence.
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Fear,0.8,What? said Ron and Hermione together  looking aghast.
Chapter 22 - After the Burial.txt,"Harry Potter, Hermione Granger",Friendship,0.9,"No "" said Harry confidently. ""I'm going to Hagrid's  I've got a good feeling about going to Hagrid's."
Chapter 22 - After the Burial.txt,"Ron Weasley, Harry Potter",Surprise,0.9,"You've got a good feeling about burying a giant spider?"" asked Ron  looking stunned"
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Surprise,0.7,"No "" said Ron and Hermione together  both looking positively alarmed now."
Chapter 22 - After the Burial.txt,"Ron Weasley, Hermione Granger",Fear,0.9,"This is Felix Felicis  I suppose?"" said Hermione anxiously  holding up the bottle to the light."
Chapter 22 - After the Burial.txt,"Harry Potter, Ron Weasley",Friendship,0.8,"Trust me "" he said. ""I know what I'm doing ... or at least"" he strolled confidently to the door�� ""Felix does."""
Chapter 22 - After the Burial.txt,"Lavender Brown, Ron Weasley",Envy,0.7,What were you doing up there with her!�� shrieked Lavender Brown  staring right through Harry at Ron and Hermione emerging together from the boys' dormitories
Chapter 22 - After the Burial.txt,"Ginny, Dean",Annoyance,1.0,"Don't push me  please  Dean "" she said  sounding annoyed"
Chapter 22 - After the Burial.txt,"Dean, Ginny",Anger,1.0,You're always doing that  I can get through perfectly well on my own. ...
Chapter 22 - After the Burial.txt,"Harry Potter, Ginny",Happy,1.0,His feeling of elation increasing  Harry strode off through the castle.
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Friendship,0.5,It was when he reached the bottom step that it occurred to him how very pleasant it would be to pass the vegetable patch on his way to Hagrid's.
Chapter 22 - After the Burial.txt,"Horace Slughorn, Sprout",Friendship,0.75,"I do thank you for taking the time  Pomona "" Slughorn was saying courteously  ""most authorities agree that they are at their most efficacious if picked at twilight."
Chapter 22 - After the Burial.txt,"Sprout, Horace Slughorn",Friendship,1.0,"Oh  I quite agree "" said Professor Sprout warmly. ""That enough for you?"
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Surprise,1.0,Good evening  Professor.
Chapter 22 - After the Burial.txt,"Horace Slughorn, Harry Potter",Fear,1.0,Merlin's beard  Harry  you made me jump.
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Friendship,0.5,I think Filch must've forgotten to lock the doors.
Chapter 22 - After the Burial.txt,"Horace Slughorn, Harry Potter",Disgust,0.8,I'll be reporting that man  he's more concerned about litter than proper security if you ask me. . . .
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Gratitude,0.3,"Well  sir  it's Hagrid "" said Harry  who knew that the right thing to do just now was to tell the truth"
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Happy,0.8,Well  if you wanted to come  Professor  Hagrid would probably be really pleased. . . . Give Aragog a better send-off  you know ...
Chapter 22 - After the Burial.txt,"Hagrid, Harry Potter",Friendship,1.0,Harry patted him consolingly on the elbow  which was the highest point of Hagrid he could easily reach.
Chapter 22 - After the Burial.txt,"Harry Potter, Hagrid",Sad,0.8,Hagrid broke into sobs again and Harry resumed the patting of his elbow  saying as he did so (for the potion seemed to indicate that it was the right thing to do) 
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Gratitude,1.0,No  no  when he heard what I was doing he said he'd like to come and pay his last respects to Aragog too 
Chapter 22 - After the Burial.txt,"Hagrid, Horace Slughorn",Gratitude,0.9,Tha's very nice of yeh. Thanks a lot.
Chapter 22 - After the Burial.txt,"Horace Slughorn, Hagrid",Gratitude,0.8,Wouldn't have dreamed of it. Sad night  sad night.
Chapter 22 - After the Burial.txt,"Hagrid, Horace Slughorn",Surprise,0.8,Its not ev'ryone appreciates how beau'iful they are 
Chapter 22 - After the Burial.txt,"Horace Slughorn, Hagrid",Gratitude,0.9,Of course  it's difficult for you  who knew him best.
Chapter 22 - After the Burial.txt,"Hagrid, Horace Slughorn",Gratitude,1.0,Well ... to Aragog.
Chapter 22 - After the Burial.txt,"Horace Slughorn, Hagrid",Happy,0.7,"Sweet "" said Slughorn"
Chapter 22 - After the Burial.txt,"Horace Slughorn, Hagrid",Friendship,0.9,But my dear chap  do you know how much that's worth?
Chapter 22 - After the Burial.txt,"Hagrid, Horace Slughorn",Friendship,1.0,To friendship! To generosity! To ten Galleons a hair!
Chapter 22 - After the Burial.txt,"Hagrid, Harry Potter",Gratitude,0.75,Me dad was no age ter go ... nor were yer mum' an' dad  Harry ...
Chapter 22 - After the Burial.txt,"Horace Slughorn, Harry Potter",Sad,0.8,"Sorry "" said Slughorn with a hiccup. ""Can't carry a tune to save my life."
Chapter 22 - After the Burial.txt,"Harry Potter, Hagrid",Sad,0.9,"Hagrid wasn't talking about your singing "" said Harry quietly. ""He was talking about my mum and dad dying."
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Friendship,0.9,"But you won't help her son "" said Harry. ""She gave me her life  but you won't give me a memory."
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Fear,0.8,"Don't say that "" he whispered. ""It isn't a question ... If it were to help you  of course . . . but no purpose can be served . . ."
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Surprise,0.9,"It can "" said Harry clearly. ""Dumbledore needs information. I need information."
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Fear,1.0,I am the Chosen One. I have to kill him. I need that memory.
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Surprise,0.9,"You are the Chosen One?"" . . I"
Chapter 22 - After the Burial.txt,"Harry Potter, Horace Slughorn",Calm,0.3,"Of course I am "" said Harry calmly"
